id,name,homepage,pubid,pubkey,booktitle,editor,year,title
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121574,conf/sigmod/Lomet00,SIGMOD Conference,,2000,High Speed On-line Backup When Using Logical Log Operations.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121575,conf/sigmod/Lomet77,SIGMOD Conference,,1977,A Practical Deadlock Avoidance Algorithm for Data Base Systems.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121576,conf/sigmod/Lomet79,SIGMOD Conference,,1979,Multi-Table Search for B-Tree Files.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121577,conf/sigmod/Lomet83,SIGMOD Conference,,1983,"A High Performance, Universal, Key Associative Access Method."
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121578,conf/sigmod/Lomet92,SIGMOD Conference,,1992,MLR: A Recovery Method for Multi-level Systems.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121579,conf/sigmod/LometBMSWZ05,SIGMOD Conference,,2005,Immortal DB: transaction time support for SQL server.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121580,conf/sigmod/LometS89,SIGMOD Conference,,1989,Access Methods for Multiversion Data.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121581,conf/sigmod/LometS90,SIGMOD Conference,,1990,The Performance of a Multiversion Access Method.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121582,conf/sigmod/LometS92,SIGMOD Conference,,1992,Access Method Concurrency with Recovery.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121583,conf/sigmod/LometT03,SIGMOD Conference,,2003,A Theory of Redo Recovery.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121584,conf/sigmod/LometT99,SIGMOD Conference,,1999,Logical Logging to Extend Recovery to New Domains.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121585,conf/sigmod/LometVB06,SIGMOD Conference,,2006,"Recovery from ""bad"" user transactions."
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3121586,conf/sigmod/LometW98,SIGMOD Conference,,1998,Efficient and Transparent Application Recovery in Client-Server Information Systems.
668665,David B. Lomet,http://research.microsoft.com/en-us/people/lomet/,3122084,conf/sigmod/NybergBCGL94,SIGMOD Conference,,1994,AlphaSort: A RISC Machine Sort.
672425,David E. Gay,https://www.linkedin.com/in/dagay,3121591,conf/sigmod/LooCGGHMRRS06,SIGMOD Conference,,2006,"Declarative networking: language, execution and optimization."
673753,David G. Andersen,https://scholar.google.com/citations?user=wUArfPgAAAAJ,3121465,conf/sigmod/LiZAH20,SIGMOD Conference,,2020,Improving Approximate Nearest Neighbor Search through Learned Adaptive Early Termination.
673753,David G. Andersen,https://scholar.google.com/citations?user=wUArfPgAAAAJ,3121485,conf/sigmod/LimKA17,SIGMOD Conference,,2017,Cicada: Dependably Fast Multi-Core In-Memory Transactions.
673753,David G. Andersen,https://scholar.google.com/citations?user=wUArfPgAAAAJ,3123380,conf/sigmod/WangPLLZKA18,SIGMOD Conference,,2018,Building a Bw-Tree Takes More Than Just Buzz Words.
673753,David G. Andersen,https://scholar.google.com/citations?user=wUArfPgAAAAJ,3123775,conf/sigmod/ZhangAPKMS16,SIGMOD Conference,,2016,Reducing the Storage Overhead of Main-Memory OLTP Databases with Hybrid Indexes.
673753,David G. Andersen,https://scholar.google.com/citations?user=wUArfPgAAAAJ,3123804,conf/sigmod/ZhangLAKKP20,SIGMOD Conference,,2020,Order-Preserving Key Compression for In-Memory Search Trees.
673753,David G. Andersen,https://scholar.google.com/citations?user=wUArfPgAAAAJ,3123806,conf/sigmod/ZhangLLAKKP18,SIGMOD Conference,,2018,SuRF: Practical Range Query Filtering with Fast Succinct Tries.
674191,David Garca-Soriano,https://sites.google.com/site/elhipercubo/,3121792,conf/sigmod/MehmoodBG16,SIGMOD Conference,,2016,Spheres of Influence for More Effective Viral Marketing.
674191,David Garca-Soriano,https://sites.google.com/site/elhipercubo/,3122589,conf/sigmod/RuchanskyBGGK15,SIGMOD Conference,,2015,The Minimum Wiener Connector Problem.
676027,David Hung-Chang Du,https://scholar.google.com/citations?user=WLj7-YcAAAAJ,3119351,conf/sigmod/ChangLD80,SIGMOD Conference,,1980,Some Properties of Cartesian Product Files.
683945,David R. Kaeli,https://scholar.google.com/citations?user=Mkgn0qcAAAAJ,3123559,conf/sigmod/WuSSJSK05,SIGMOD Conference,,2005,Subsequence Matching on Structured Time Series Data.
685867,David Scott Warren,https://scholar.google.com/citations?user=6DDwarUAAAAJ,3121680,conf/sigmod/MaierRSSW82,SIGMOD Conference,,1982,Toward Logical Data Independence: A Relational Query Language Without Relations.
685867,David Scott Warren,https://scholar.google.com/citations?user=6DDwarUAAAAJ,3121681,conf/sigmod/MaierRW83,SIGMOD Conference,,1983,Windows on the World.
685867,David Scott Warren,https://scholar.google.com/citations?user=6DDwarUAAAAJ,3121683,conf/sigmod/MaierW81,SIGMOD Conference,,1981,Incorporating Computed Relations in Relational Databases.
685867,David Scott Warren,https://scholar.google.com/citations?user=6DDwarUAAAAJ,3121684,conf/sigmod/MaierW82,SIGMOD Conference,,1982,Specifying Connections for a Universal Relation Scheme Database.
685867,David Scott Warren,https://scholar.google.com/citations?user=6DDwarUAAAAJ,3122619,conf/sigmod/SagonasSW94,SIGMOD Conference,,1994,XSB as an Efficient Deductive Database Engine.
685867,David Scott Warren,https://scholar.google.com/citations?user=6DDwarUAAAAJ,3122620,conf/sigmod/SagonasSW94a,SIGMOD Conference,,1994,XSB as a Deductive Database.
690458,Davide Mottin,https://scholar.google.com/citations?user=evZ9Q9EAAAAJ,3121932,conf/sigmod/MottinLVP14,SIGMOD Conference,,2014,Searching with XQ: the exemplar query search engine.
690458,Davide Mottin,https://scholar.google.com/citations?user=evZ9Q9EAAAAJ,3121933,conf/sigmod/MottinLVP19,SIGMOD Conference,,2019,Exploring the Data Wilderness through Examples.
690458,Davide Mottin,https://scholar.google.com/citations?user=evZ9Q9EAAAAJ,3121934,conf/sigmod/MottinM17,SIGMOD Conference,,2017,Graph Exploration: From Users to Large Graphs.
690458,Davide Mottin,https://scholar.google.com/citations?user=evZ9Q9EAAAAJ,3121935,conf/sigmod/MottinMRDPV14,SIGMOD Conference,,2014,IQR: an interactive query relaxation system for the empty-answer problem.
690458,Davide Mottin,https://scholar.google.com/citations?user=evZ9Q9EAAAAJ,3123202,conf/sigmod/TroullinouKLM21,SIGMOD Conference,,2021,SOFOS: Demonstrating the Challenges of Materialized View Selection on Knowledge Graphs.
695126,Debabrata Dash,https://scholar.google.com/citations?user=_YroXykAAAAJ,3118600,conf/sigmod/AlagiannisDSAP10,SIGMOD Conference,,2010,"An automated, yet interactive and portable DB designer."
695126,Debabrata Dash,https://scholar.google.com/citations?user=_YroXykAAAAJ,3120984,conf/sigmod/KantereDGA11,SIGMOD Conference,,2011,Predicting cost amortization for query services.
695257,Debajyoti Mukhopadhyay,https://www.scopus.com/authid/detail.uri?authorId=22980908600,3121955,conf/sigmod/Mukhopadhyay93,SIGMOD Conference,,1993,Interoperability Using APPC.
715889,Dezhong Yao 0002,https://www.linkedin.com/in/dzyao/,3118298,conf/sigmod/0002GC0L22,SIGMOD Conference,,2022,Entity Resolution with Hierarchical Graph Attention Networks.
716928,Dhaval Patel 0002,https://scholar.google.com/citations?user=c06_VJAAAAAJ,3122247,conf/sigmod/PatelHL08,SIGMOD Conference,,2008,Mining relationships among interval-based events for classification.
716928,Dhaval Patel 0002,https://scholar.google.com/citations?user=c06_VJAAAAAJ,3122758,conf/sigmod/ShahPVDCKSWBGGV21,SIGMOD Conference,,2021,AutoAI-TS: AutoAI for Time Series Forecasting.
726217,Dieter Pfoser,https://twitter.com/dpfoser,3120225,conf/sigmod/GazazCDP16,GeoRich@SIGMOD,,2016,Geo-fingerprinting social media content.
726217,Dieter Pfoser,https://twitter.com/dpfoser,3122929,conf/sigmod/SnowdonGZP18,GeoRich@SIGMOD,,2018,Spatiotemporal Traffic Volume Estimation Model Based on GPS Samples.
727432,Dik Lun Lee,https://www.scopus.com/authid/detail.uri?authorId=35242995000,3120695,conf/sigmod/HuXL05,SIGMOD Conference,,2005,A Generic Framework for Monitoring Continuous Spatial Queries over Moving Objects.
727432,Dik Lun Lee,https://www.scopus.com/authid/detail.uri?authorId=35242995000,3123843,conf/sigmod/ZhangZPTL03,SIGMOD Conference,,2003,Location-based Spatial Queries.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3118549,conf/sigmod/AgrawalGGR98,SIGMOD Conference,,1998,Automatic Subspace Clustering of High Dimensional Data for Data Mining Applications.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3118758,conf/sigmod/AthitsosPPKG08,SIGMOD Conference,,2008,Approximate embedding-based subsequence matching of time series.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3120293,conf/sigmod/GionisGK01,SIGMOD Conference,,2001,Efficient and Tunable Similar Set Retrieval.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3120416,conf/sigmod/GunopulosD01,SIGMOD Conference,,2001,Time Series Similarity Measures and Time Series Indexing.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3120417,conf/sigmod/GunopulosKTD00,SIGMOD Conference,,2000,Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3121302,conf/sigmod/LappasVGT13,SIGMOD Conference,,2013,STEM: a spatio-temporal miner for bursty activity.
730039,Dimitrios Gunopulos,https://scholar.google.com/citations?user=PHJokEQAAAAJ,3123306,conf/sigmod/VlachosMV04,SIGMOD Conference,,2004,"Identifying Similarities, Periodicities and Bursts for Online Search Queries."
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3118726,conf/sigmod/ArmenatzoglouPN15,SIGMOD Conference,,2015,Real-Time Multi-Criteria Social Graph Partitioning: A Game Theoretic Approach.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3120957,conf/sigmod/KalnisNOPT02,SIGMOD Conference,,2002,An adaptive peer-to-peer network for distributed caching of OLAP results.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3120958,conf/sigmod/KalnisP01,SIGMOD Conference,,2001,Proxy-Server Architectures for OLAP.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3121701,conf/sigmod/MamoulisP99,SIGMOD Conference,,1999,Integration of Spatial Join Algorithms for Processing Multiple Inputs.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3121734,conf/sigmod/MarkowetzYP07,SIGMOD Conference,,2007,Keyword search on relational data streams.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3121937,conf/sigmod/MouratidisBP06,SIGMOD Conference,,2006,Continuous monitoring of top-k queries over sliding windows.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3122195,conf/sigmod/PapadiasMH05,SIGMOD Conference,,2005,Conceptual Partitioning: An Efficient Method for Continuous Nearest Neighbor Monitoring.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3122196,conf/sigmod/PapadiasTFS03,SIGMOD Conference,,2003,An Optimal and Progressive Algorithm for Skyline Queries.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3122197,conf/sigmod/PapadiasTSE95,SIGMOD Conference,,1995,Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3122224,conf/sigmod/ParchasGPB14,SIGMOD Conference,,2014,The pursuit of a good possible world: extracting representative instances of uncertain graphs.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123103,conf/sigmod/TaoFPL04,SIGMOD Conference,,2004,Prediction and Indexing of Moving Objects with Unknown Motion Patterns.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123107,conf/sigmod/TaoP02,SIGMOD Conference,,2002,Time-parameterized queries in spatio-temporal databases.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123112,conf/sigmod/TaoYPMH05,SIGMOD Conference,,2005,RPJ: Producing Fast Join Results on Streams through Rate-based Optimization.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123319,conf/sigmod/VuOPT08,SIGMOD Conference,,2008,A graph method for keyword-based selection of the top-K databases.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123664,conf/sigmod/YangPPK09,SIGMOD Conference,,2009,Authenticated join processing in outsourced databases.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123781,conf/sigmod/ZhangCPT09,SIGMOD Conference,,2009,Minimizing the communication cost for continuous skyline maintenance.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123837,conf/sigmod/ZhangYCPT09,SIGMOD Conference,,2009,Kernel-based skyline cardinality estimation.
731401,Dimitris Papadias,https://scholar.google.com/citations?user=7BPMWSkAAAAJ,3123843,conf/sigmod/ZhangZPTL03,SIGMOD Conference,,2003,Location-based Spatial Queries.
731483,Dimitris Sacharidis,https://www.scopus.com/authid/detail.uri?authorId=10739131500,3120837,conf/sigmod/JahangiriSS05,SIGMOD Conference,,2005,SHIFT-SPLIT: I/O Efficient Maintenance of Wavelet-Transformed Multidimensional Data.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,1267098,conf/grades/ChaiVGKSSZ23,GRADES-NDA@SIGMOD,,2023,EAGER: Explainable Question Answering Using Knowledge Graphs.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3121196,conf/sigmod/KoudasS03,SIGMOD Conference,,2003,Panel: Querying Networked Databases.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3118643,conf/sigmod/Amer-YahiaBDILS22,SIGMOD Conference,,2022,Publication Culture and Review Processes in the Data Management Community: An Open Discussion.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3118645,conf/sigmod/Amer-YahiaCLS01,SIGMOD Conference,,2001,Minimization of Tree Pattern Queries.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3118647,conf/sigmod/Amer-YahiaFSX03,SIGMOD Conference,,2003,PIX: Exact and Approximate Phrase Matching in XML.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3118680,conf/sigmod/AngelKSS09,SIGMOD Conference,,2009,What's on the grapevine?
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119026,conf/sigmod/BleifussJKNSS17,ExploreDB@SIGMOD/PODS,,2017,Enabling Change Exploration: Vision Paper.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119164,conf/sigmod/BrunoKS02,SIGMOD Conference,,2002,Holistic twig joins: optimal XML pattern matching.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119328,conf/sigmod/ChandelHKSS07,SIGMOD Conference,,2007,Benchmarking declarative approximate selection predicates.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119413,conf/sigmod/ChenDLS11,SIGMOD Conference,,2011,We challenge you to certify your updates.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119514,conf/sigmod/ChoALS03,SIGMOD Conference,,2003,LockX: A System for Efficiently Querying Secure XML.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119516,conf/sigmod/ChoKS06,SIGMOD Conference,,2006,Meta-data indexing for XPath location steps.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119572,conf/sigmod/CiccoFKMS19,aiDM@SIGMOD,,2019,Interpreting deep learning models for entity resolution: an experience report using LIME.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119637,conf/sigmod/CormodeGKMSZ09,SIGMOD Conference,,2009,Estimating the confidence of conditional functional dependencies.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119639,conf/sigmod/CormodeJKLSW18,SIGMOD Conference,,2018,Privacy at Scale: Local Differential Privacy in Practice.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119640,conf/sigmod/CormodeKMS04,SIGMOD Conference,,2004,Diamond in the Rough: Finding Hierarchical Heavy Hitters in Multi-Dimensional Data.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119641,conf/sigmod/CormodeKS18,SIGMOD Conference,,2018,Marginal Release Under Local Differential Privacy.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119642,conf/sigmod/CormodeS09,SIGMOD Conference,,2009,"Anonymized data: generation, models, usage."
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119678,conf/sigmod/CurtmolaDRS10,SIGMOD Conference,,2010,Load-balanced query dissemination in privacy-aware online communities.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119875,conf/sigmod/DongS11,SIGMOD Conference,,2011,Large-scale copy detection.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3119876,conf/sigmod/DongS15,SIGMOD Conference,,2015,"Knowledge Curation and Knowledge Fusion: Challenges, Models and Applications."
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120170,conf/sigmod/GalhotraFLFMS22,SIGMOD Conference,,2022,DataPrism: Exposing Disconnect between Data and Systems.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120171,conf/sigmod/GalhotraFSS18,SIGMOD Conference,,2018,Robust Entity Resolution using Random Graphs.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120172,conf/sigmod/GalhotraFSS21,SIGMOD Conference,,2021,BEER: Blocking for Effective Entity Resolution.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120173,conf/sigmod/GalhotraFSS22,SIGMOD Conference,,2022,Hierarchical Entity Resolution using an Oracle.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120236,conf/sigmod/GehrkeKS01,SIGMOD Conference,,2001,On Computing Correlated Aggregates Over Continual Data Streams.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120387,conf/sigmod/GruenheidKRS15,SIGMOD Conference,,2015,StoryPivot: Comparing and Contrasting Story Evolution.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120406,conf/sigmod/GuhaJKSY02,SIGMOD Conference,,2002,Approximate XML joins.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120478,conf/sigmod/HadjieleftheriouKS09,SIGMOD Conference,,2009,Incremental maintenance of length normalized indexes for approximate string matching.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120827,conf/sigmod/JagadishKS00,SIGMOD Conference,,2000,On Effective Multi-Dimensional Indexing for Strings.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120828,conf/sigmod/JagadishLMSV99,SIGMOD Conference,,1999,Querying Network Directories.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120829,conf/sigmod/JagadishLS99,SIGMOD Conference,,1999,Snakes and Sandwiches: Optimal Clustering Strategies for a Data Warehouse.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120830,conf/sigmod/JagadishLSSW04,SIGMOD Conference,,2004,Colorful XML: One Hierarchy Isn't Enough.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120916,conf/sigmod/JohnsonCKMSS04,SIGMOD Conference,,2004,Holistic UDAFs at streaming speeds.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120927,conf/sigmod/JonssonFS98,SIGMOD Conference,,1998,Interaction of Query Evaluation and Buffer Management for Information Retrieval.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3120947,conf/sigmod/KalashnikovLS18,SIGMOD Conference,,2018,FastQRE: Fast Query Reverse Engineering.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3121194,conf/sigmod/KoudasMS05,SIGMOD Conference,,2005,SPIDER: flexible matching in databases.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3121195,conf/sigmod/KoudasMS06,SIGMOD Conference,,2006,Using SPIDER: an experience report.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3121198,conf/sigmod/KoudasSS06,SIGMOD Conference,,2006,Record linkage: similarity measures and algorithms.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122212,conf/sigmod/PaparizosACJLNPSWWY03,SIGMOD Conference,,2003,TIMBER: A Native System for Querying XML.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122326,conf/sigmod/PochampallySDMS14,SIGMOD Conference,,2014,Fusing data with correlations.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122397,conf/sigmod/QiuBCMS18,SIGMOD Conference,,2018,Big Data Linkage for Product Specification Pages.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122441,conf/sigmod/RamakrishnanRSSS93,SIGMOD Conference,,1993,The CORAL Deductive Database System.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122443,conf/sigmod/RamakrishnanSSS93,SIGMOD Conference,,1993,Implementation of the CORAL Deductive Database System.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122485,conf/sigmod/RazniewskiKNS15,SIGMOD Conference,,2015,Identifying the Extent of Completeness of Query Answers over Partially Complete Databases.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122497,conf/sigmod/RekatsinasDDGS16,SIGMOD Conference,,2016,SourceSight: Enabling Effective Source Selection.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122499,conf/sigmod/RekatsinasDS14,SIGMOD Conference,,2014,Characterizing and selecting fresh data sources.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122558,conf/sigmod/RossSS96,SIGMOD Conference,,1996,Materialized View Maintenance and Integrity Constraint Checking: Trading Space for Time.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122585,conf/sigmod/RuanKOS22,SIGMOD Conference,,2022,LedgerView: Access-Control Views on Hyperledger Fabric.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122662,conf/sigmod/SarmaJS10,SIGMOD Conference,,2010,I4E: interactive investigation of iterative information extraction.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122725,conf/sigmod/SelfridgeSW96,SIGMOD Conference,,1996,IDEA: Interactive Data Exploration and Analysis.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122743,conf/sigmod/SeshadriHPLRSSS96,SIGMOD Conference,,1996,Cost-Based Optimization for Magic: Algebra and Implementation.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122842,conf/sigmod/ShkapenyukJS11,SIGMOD Conference,,2011,Bistro data feed management system.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122969,conf/sigmod/Srivastava17,NDA@SIGMOD,,2017,Repairing Noisy Graphs.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122970,conf/sigmod/SrivastavaKZO05,SIGMOD Conference,,2005,Multiple Aggregations Over Data Streams.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122971,conf/sigmod/SrivastavaV07,SIGMOD Conference,,2007,Intensional associations between data and metadata.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3122972,conf/sigmod/SrivastavaV10,SIGMOD Conference,,2010,Information theory for data management.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3123031,conf/sigmod/SudarshanSRN91,SIGMOD Conference,,1991,Space Optimization in the Bottom-Up Evaluation of Logic Programs.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3123779,conf/sigmod/ZhangCPSX14,SIGMOD Conference,,2014,PrivBayes: private data release via bayesian networks.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3123780,conf/sigmod/ZhangCPSX15,SIGMOD Conference,,2015,Private Release of Graph Statistics using Ladder Functions.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3123788,conf/sigmod/ZhangEPS13,SIGMOD Conference,,2013,Reverse engineering complex join queries.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3123795,conf/sigmod/ZhangHOPS11,SIGMOD Conference,,2011,Automatic discovery of attributes in relational databases.
738544,Divesh Srivastava,https://scholar.google.com/citations?user=kGKlHp0AAAAJ,3123796,conf/sigmod/ZhangHOS10,SIGMOD Conference,,2010,Bed-tree: an all-purpose index structure for string similarity search based on edit distance.
738648,Divy Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,3118535,conf/sigmod/AgrawalBBCEHIKK16,SIGMOD Conference,,2016,Rheem: Enabling Multi-Platform Task Execution.
738648,Divy Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,3120989,conf/sigmod/KaoudiQTCA17,SIGMOD Conference,,2017,A Cost-based Optimizer for Gradient Descent Optimization.
738648,Divy Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,3122487,conf/sigmod/ReABCJKR15,SIGMOD Conference,,2015,Machine Learning and Databases: The Sound of Things to Come or a Cacophony of Hype?
739083,Divyakant Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,877877,conf/dmkd/StanoiAA00,ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,,2000,Reverse Nearest Neighbor Queries for Dynamic Databases.
739083,Divyakant Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,3118531,conf/sigmod/AgrawalAJ92,SIGMOD Conference,,1992,Using Delayed Commitment in Locking Protocols for Real-Time Databases.
739083,Divyakant Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,3118534,conf/sigmod/AgrawalASY97,SIGMOD Conference,,1997,Efficient View Maintenance at Data Warehouses.
739083,Divyakant Agrawal,https://scholar.google.com/citations?user=XcaEg-cAAAAJ,3118554,conf/sigmod/AgrawalK91,SIGMOD Conference,,1991,Using Multiversion Data for Non-interfering Execution of Write-only Transactions.
