author,affiliation,city,country,count
Kaustubh Deshmukh,"University of Washington, Seattle and Indian Institute of Technology, Bombay",Mumbai,India,3
Kautul Mehta,"SAP, Palo Alto, CA, USA",Palo Alto,United States,8
Kavitha Srinivas,"IBM Research - Thomas J. Watson Research Ctr, Hawthorne, NY, USA",Hawthorne,United States,4
Kazi A. Zaman,"Siebel Systems, San Mateo CA",San Mateo,United States,2
Ke Wang,"School of Computing Science, Simon Fraser University, B.C., Canada",Burnaby,Canada,4
Ke Wang,"Simon Fraser University, Canada",Burnaby,Canada,5
Ke Yang,"HKUST, Hong Kong, China",Tseung Kwan O,Hong Kong,7
Ke Yi,Duke University,Durham,United States,4
Ke Yi,"Duke University, Durham, NC",Durham,United States,4
Ke Yi,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Clear Water Bay,Hong Kong,4
Ke Yi,"Hong Kong University of Science and Technology, Hong Kong, China",Clear Water Bay,Hong Kong,3
Ke Yi,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,21
Keith Ito,"Department of Statistics, Stanford University, Stanford, CA, United States",Stanford,United States,8
Keith Kowalczykowski,"app2you, Inc., San Diego, CA, USA",San Diego,United States,5
Keith W. Kintigh,"Arizona State University, Tempe, AZ",Tempe,United States,4
Kelly A. Lyons,"Department of Mathematics and Statistics, York University, Toronto, Ont., Canada M3J 1P3",Toronto,Canada,4
Kemal Altintas,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Ken C. K. Lee,"Pennsylvania State University, PA",State College,United States,5
Kenneth A. Ross,Columbia University,New York,United States,2
Kenneth A. Ross,"Columbia University, New York, NY, USA",New York,United States,8
Kenneth A. Ross,"Sy Syms School of Business, Yeshiva University, 500 West 185th Street, New York, NY 10033, USA",New York,United States,8
Kenneth P. Smith,"The MITRE Corporation, McLean, VA, USA",McLean,United States,17
Kenneth Salem,University of Waterloo,Waterloo,Canada,2
Kenneth Salem,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,14
Kenny Qili Zhu,"Princeton University, Princeton, NJ, USA",Princeton,United States,3
Keunjoo Kwon,"Department of Computer Science, University of Vermont, Burlington, VT 05405, USA",Burlington,United States,3
Kevin Chen,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,10
Kevin Chen-Chuan Chang,"Department of Curriculum and Instruction, University of Illinois, 383 Education Building, 1310 S. Sixth Street, Champaign, IL 61820, USA",Champaign,United States,3
Kevin Chen-Chuan Chang,"UIUC, Urbana, IL",Chicago,United States,3
Kevin Chen-Chuan Chang,University of Illinois at Urbana-Champaign,Champaign,United States,20
Kevin Chen-Chuan Chang,"University of Illinois at Urbana-Champaign, Champaign, IL, USA",Champaign,United States,3
Kevin Chen-Chuan Chang,"University of Illinois at Urbana-Champaign, Urbana, IL",Champaign,United States,14
Kevin Chen-Chuan Chang,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",Champaign,United States,4
Kevin Chen-Chuan Chang,"University of Illinois, Urbana-Champaign",Champaign,United States,2
Kevin Keliang Zhao,"CALIT 2, University of California, San Diego, CA",La Jolla,United States,5
Kevin Keliang Zhao,"University of California - San Diego, San Diego, CA, USA",La Jolla,United States,5
Kevin S. Beyer,"IBM Almaden Research Center, San Jose CA",San Jose,United States,14
Kevin S. Beyer,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,11
Kevin S. Beyer,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,7
Kevin S. Beyer,"IBM, San Jose, CA, USA",San Jose,United States,6
Kevin S. Beyer,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,15
Kevin S. Beyer,University of Wisconsin,Green Bay,United States,6
Kevin Wilkinson,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,4
Kevin Y. Yip,"The University of Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,4
Khaled Elmeleegy,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,8
Khalid Belhajjame,"The University of Manchester, Manchester, United Kingdom",Manchester,United Kingdom,7
Khanh Vu,"University of Central Florida, Orlando, FL",Orlando,United States,4
Kian Win Ong,"University of California - San Diego, San Diego, CA, USA",La Jolla,United States,5
Kien A. Hua,"University of Central Florida, Orlando, FL",Orlando,United States,4
Kihong Kim,"Department of Computer Science, University of Vermont, Burlington, VT 05405, USA",Burlington,United States,3
King-Lup Liu,"School of CSTIS, DePaul University, Chicago, IL",Chicago,United States,4
King-Lup Liu,"Webscalers, LLC, Lafayette, LA",Lafayette,United States,16
Klaus Berberich,"Max-Planck Institute for Informatics, Saarbrücken, Germany",Saarbrücken,Germany,4
Klemens Böhm,"Karlsruhe Institute of Technology, Karlsruhe, Germany",Karlsruhe,Germany,3
Knut Stolze,"Neuroinformatics and Cognitive Robotics Lab, Ilmenau University of Technology, Ilmenau, Germany and MetraLabs GmbH - Neue Technologien und Systeme, Ilmenau, Germany",Ilmenau,Germany,3
Konstantin Makarychev,"IBM, TJ Watson Research Center, Yorktown Heights, NY, USA",Yorktown Heights,United States,2
Kostas Stefanidis,"Chinese University of Hong Kong, Hong Kong, Hong Kong",Ma Liu Shui,Hong Kong,4
Kothuri Venkata Ravi Kanth,"Center for Human-Computer Interaction and College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA",State College,United States,3
Kou-Horng Yang,"IBM Silicon Valley Lab, San Jose, CA",San Jose,United States,7
Kris Ganjam,Microsoft Research,Mountain View,United States,4
Kris Ganjam,"Microsoft Research, Redmond, WA",Redmond,United States,6
Kris Ganjam,"Microsoft Research, Redmond, WA, USA",Redmond,United States,4
Krishna Uppala,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,11
Kristen LeFevre,"University of Wisconsin - Madison, Madison, WI",Madison,United States,3
Kristen LeFevre,"University of Wisconsin, Madison, WI",Madison,United States,6
Kristi Morton,"University of Texas Austin, Austin, TX",Austin,United States,5
Kristi Morton,"University of Washington, Seattle, WA, USA",Seattle,United States,3
Kristin Tufte,"Portland State University, Portand, OR",Portland,United States,6
Kristin Tufte,"Portland State University, Portland, OR",Portland,United States,5
Kristina Lerman,"USC Information Sciences Institute, Marina del Rey, CA",Marina del Rey,United States,4
Kristoffer Høgsbro Rose,IBM T.J. Watson Research Center,Ossining,United States,4
Krithi Ramamritham,"Department of Computer Science, University of Massachusetts, Amherst, MA",Amherst,United States,5
Krithi Ramamritham,IIT Bombay,Mumbai,India,3
Krithi Ramamritham,"IIT Bombay, Mumbai, India",Mumbai,India,4
Krithi Ramamritham,IIT-Bombay and Univ. of Massachusetts-Amherst,Amherst,United States,4
Krithi Ramamritham,"Indian Institute of Technology (IIT), Bombay and University of Massachusetts, Amherst, MA",Amherst,United States,5
Krithi Ramamritham,"Indian Institute of Technology, Bombay, Powai, Mumbai",Mumbai,India,4
Krithi Ramamritham,"Indian Institute of Technology, Mumbai, India",Mumbai,India,3
Krithi Ramamritham,"Indian Institute of Technology-Bombay, Powai, Mumbai, India",Mumbai,India,6
Kuang Chen,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,3
Kuang Chen,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,10
Kun Liu,"IBM Almaden, San Jose, CA, USA",San Jose,United States,2
Kun Liu,"Yahoo! Labs, Santa Clara, CA, USA",Santa Clara,United States,5
Kun-Lung Wu,"IBM T.J. Watson research Center, Hawthorne, NY, USA",Hawthorne,United States,3
Kun-Lung Wu,"IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,5
Kurt D. Bollacker,"Metaweb Technologies, San Francisco, CA, USA",San Francisco,United States,5
Kwai Wong,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,6
Kwang-Ting (Tim) Cheng,"University of California, Santa Barbara, CA 93106, USA. E-mail: {vigna,fredrik,balzarot,wkr}@cs.ucsb.edu",Santa Barbara,United States,3
Kyoho Satsumi,"Columbia University, New York, NY, USA",New York,United States,4
Kyriacos E. Pavlou,"University of Arizona, Tucson, AZ",Tucson,United States,2
Kyriakos Mouratidis,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Clear Water Bay,Hong Kong,3
Laks V. S. Lakshmanan,Concordia University & IIT Bombay,Mumbai,India,4
Laks V. S. Lakshmanan,"Department of Computer Science, University of British Columbia, 201-2366 Main Mall, Vancouver, BC, Canada V6T 1Z4",Vancouver,Canada,5
Laks V. S. Lakshmanan,University of British Columbia,Vancouver,Canada,22
Laks V. S. Lakshmanan,"University of British Columbia, Canada",Vancouver,Canada,6
Laks V. S. Lakshmanan,"University of British Columbia, Vancouver, BC, Canada",Vancouver,Canada,4
Laks V. S. Lakshmanan,"University of British Columbia, Vancouver, CA",Vancouver,Canada,3
Lakshminarayanan Subramanian,"Sy Syms School of Business, Yeshiva University, 500 West 185th Street, New York, NY 10033, USA",New York,United States,5
Larry Brown,"IBM Database Tech. Inst., Austin, TX",Austin,United States,8
Lars Arge,"Duke University, Durham, NC",Durham,United States,4
Lars Brenna,"Cornell University, Ithaca, NY",Ithaca,United States,9
Latha S. Colby,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,6
Laukik Chitnis,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Laura Bright,"University of Maryland, College Park, MD",College Park,United States,5
Laura Chiticariu,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,4
Laura Chiticariu,"IBM Research - Almaden, San Jose, USA",San Jose,United States,13
Laura Chiticariu,UC Santa Cruz,Santa Cruz,United States,3
Laura Chiticariu,"UC Santa Cruz, Santa Cruz, USA",Santa Cruz,United States,3
Laura Chiticariu,"University of California, Santa Cruz, Santa Cruz, CA, USA",Santa Cruz,United States,5
Laura E. Grit,"Duke University, Durham, NC",Durham,United States,8
Laura M. Haas,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,3
Laura M. Haas,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,13
Laurent Mignet,"IBM Research, New Delhi, India",New Delhi,India,4
Lei Chen 0002,"Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong",Clear Water Bay,Hong Kong,4
Lei Chen 0002,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,2
Lei Chen 0002,"Hong Kong University of Science and Technology, Kowloon, Hong Kong",Clear Water Bay,Hong Kong,2
Lei Chen 0002,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,3
Lei Chen 0002,University of Waterloo,Waterloo,Canada,3
Lei Chen 0003,"University of Wisconsin, Madison, Madison, WI",Madison,United States,3
Lei Sheng,"University of Calgary, Department of Computer Science, 513, 2500 University Drive N.W., 5600 MB, Calgary, Alberta, Canada",Calgary,Canada,15
Lei Zhang,"University of Illinois at Chicago, Chicago, USA",Chicago,United States,8
Leilani Battle,"University of Washington, Seattle, WA, USA",Seattle,United States,4
Len Seligman,"The MITRE Corporation, McLean, VA, USA",McLean,United States,10
Leng Leng Tan,"Oracle, Redwood Shores",Redwood City,United States,11
Leonard McMillan,"University of North Carolina at Chapel Hill, Chapel Hill, NC",Chapel Hill,United States,4
Leong Hou U,"University of Hong Kong, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,8
Leonidas Fegaras,"Department of CSE, University of Texas at Arlington, Arlington, TX 76019, United States",Arlington,United States,2
Leonidas Galanis,"Oracle, Redwood Shores",Redwood City,United States,11
Leslie Cranston,"IBM Toronto Laboratory, Markham, Ontario, Canada",Markham,Canada,5
Leslie Wu,"Stanford University, Stanford, CA, USA",Stanford,United States,6
Li Chen,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,3
Lian Liu,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,2
Liang Chen,"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom",London,United Kingdom,4
Liang Jeff Chen,"UC San Diego, La Jolla, CA, USA",San Diego,United States,2
Liangyou Chen,"Department of Computing Science, Mississippi State University",Mississippi State University,United States,6
Lihyuarn L. Chang,"University of California, Santa Barbara, CA 93106, USA. E-mail: {vigna,fredrik,balzarot,wkr}@cs.ucsb.edu",Santa Barbara,United States,3
Lijun Chang,"The Chinese University of Hong Kong, Hong Kong, China",Ma Liu Shui,Hong Kong,3
Like Gao,"George Mason University, Fairfax, VA",Fairfax,United States,2
Lilyana Mihalkova,"Univ. of Maryland, College Park, MD",College Park,United States,2
Lin Guo,Cornell University,Ithaca,United States,4
Lin Guo,"Cornell University, Ithaca, New York",Ithaca,United States,7
Lin Qiao,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,7
Lin Qiao,"IBM Almaden Research Lab, San Jose, CA",San Jose,United States,7
Linan Jiang,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,7
Ling Liu,Georgia Institute of Technology,Atlanta,United States,2
Ling Liu,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Atlanta,United States,4
Ling Wang,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,9
Ling-Ling Yan,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,4
Linqi Liu,"Department of Mathematics and Statistics, York University, Toronto, Ont., Canada M3J 1P3",Toronto,Canada,4
Linqi Liu,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,6
Linus Liang,"University of California, Berkeley",Berkeley,United States,7
Liping Peng,"University of Massachusetts, Amherst, Amherst, MA, USA",Amherst,United States,5
Lipyeow Lim,"IBM T.J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,8
Lipyeow Lim,"University of Hawaii at Manoa, Honolulu, USA",Honolulu,United States,4
Lisa Amini,"IBM T. J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,7
Lise Getoor,"Computer Science Dept., Stanford University, Stanford, CA",Stanford,United States,3
Lise Getoor,"Univ. of Maryland, College Park, MD",College Park,United States,2
Lise Getoor,"University of Maryland, College Park, MD",College Park,United States,7
Liuba Shrira,"GTE Labs, Waltham, MA",Waltham,United States,3
Liying Sui,"University of California, San Diego",San Diego,United States,9
Lizhuang Zhao,"Rensselaer Polytechnic Institute, Troy, New York",Troy,United States,2
Long-ji Lin,"Yahoo! Labs, Santa Clara, CA, USA",Santa Clara,United States,5
Loretta Auvil,University of Illinois at Urbana-Champaign,Champaign,United States,6
Louiqa Raschid,"University of Maryland, College Park, MD",College Park,United States,5
Lu An Tang,"University of Illinois at Urbana-Champaign, Urbana, IL, USA",Champaign,United States,7
Lu Mao,"The University of Manchester, Manchester, United Kingdom",Manchester,United Kingdom,7
Lu Qin,"The Chinese University of Hong Kong, Hong Kong, China",Ma Liu Shui,Hong Kong,3
Lu Wang,"Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,4
Lubor Kollár,"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA",Mountain View,United States,6
Lubor Kollár,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,4
Lucian Popa,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,4
Lucian Popa,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Lucian Popa,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,10
Luciano Barbosa,"University of Utah, Salt Lake City, UT, USA",Salt Lake City,United States,5
Lucja Kot,"Cornell University, Ithaca, NY, USA",Ithaca,United States,12
Luis Gravano,Columbia University,New York,United States,9
Luis Gravano,"Computer Science Department, Columbia University",Columbia,United States,5
Luis Gravano,"Computer Science Dept., Columbia University",Columbia,United States,3
Luis Gravano,"Sy Syms School of Business, Yeshiva University, 500 West 185th Street, New York, NY 10033, USA",New York,United States,2
Luis Leopoldo Perez,"Rice University, Houston, TX, USA",Houston,United States,8
Luis Leopoldo Perez,"University of Florida, Gainesville, FL, USA",Gainesville,United States,13
Lukasz Golab,"AT&T Laboratories - Research, Florham Park, NJ, USA",Florham Park,United States,4
Lukasz Golab,"AT&T Labs, Florham Park, NJ, USA",Florham Park,United States,6
Lukasz Golab,"University of Waterloo, Canada",Waterloo,Canada,2
Luping Ding,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,9
Lyublena Antova,"Cornell University, Ithaca, USA",Ithaca,United States,4
Lyublena Antova,"Saarland University, Saarbrücken, Germany",Saarbrücken,Germany,3
M. Hatoun,Brown University,Providence,United States,16
M. Hossein Sheikh Attar,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,4
M. Tamer Özsu,University of Waterloo,Waterloo,Canada,3
M. Tamer Özsu,"University of Waterloo, Canada",Waterloo,Canada,2
M. Tamer Özsu,"University of Waterloo, Waterloo, Canada",Waterloo,Canada,8
M. Tamer Özsu,"University of Waterloo, Waterloo, ON, Canada",Waterloo,Canada,4
Maciek Kozyrczak,"Yahoo!, Bellevue, WA, USA",Bellevue,United States,11
Magdalena Balazinska,"Department of Electrical Engineering, University of Washington, Seattle, WA",Seattle,United States,6
Magdalena Balazinska,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,4
Magdalena Balazinska,Massachusetts Institute of Technology,Cambridge,United States,3
Magdalena Balazinska,"University of Washington, Seattle, WA",Seattle,United States,4
Magdalena Balazinska,"University of Washington, Seattle, WA, USA",Seattle,United States,17
Maged El-Sayed,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,9
Magesh Jayapandian,"University of Michigan, Ann Arbor, MI",Ann Arbor,United States,7
Mahadevan Subramanian,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,6
Mahesh V. Joshi,"Department of Computer Science, IBM T. J. Watson Research Center and University of Minnesota, Minneapolis",Minneapolis,United States,3
Maksims Volkovs,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,2
Malú Castellanos,"HP, Palo Alto, CA, USA",Palo Alto,United States,8
Malú Castellanos,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,8
Man Lung Yiu,University of Hong Kong,Pok Fu Lam,Hong Kong,2
Man Lung Yiu,"University of Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,5
Manasa Chandrashekar,"George Mason University, Fairfax, VT, USA",Fairfax,United States,5
Manasi Vartak,"Worcester Polytechnic Institute, Worcester, MA, USA",Worcester,United States,3
Manish Bhide,"IBM India Research Lab, New Delhi, India",New Delhi,India,6
Manjula Koppuravuri,"Teradata, Hyderabad, India",Hyderabad,India,6
Manli Zhu,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Clear Water Bay,Hong Kong,5
Manoj Syamala,"Microsoft Research, Redmond, WA, USA",Redmond,United States,3
Manoj Syamala,"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA",Mountain View,United States,6
Manuel Mayr,"Technische Universität München, Munich, Germany",Munich,Germany,5
Manuel Mayr,"Universität Tübingen, Tübingen, Germany",Tübingen,Germany,4
Marc Friedman,"Microsoft Corp., Redmond, WA, USA",Redmond,United States,5
Marc Wichterich,"RWTH Aachen University, Aachen, Germany",Aachen,Germany,4
Marcel Kutsch,"IBM Boeblingen Laboratory, Boeblingen, Germany",Böblingen,Germany,5
Marcelo Arenas,University of Toronto,Toronto,Canada,3
Marco Brambilla,"DEI, Politecnico di Milano, Italy",Como,Italy,6
Marco Brambilla,"Politecnico di Milano, Milano, Italy",Milan,Italy,12
Marco Dario,"DEI, Politecnico di Milano, Italy",Como,Italy,6
Marco Pötke,"Department of Statistics, University of Munich, Ludwigstraíe 33, D-80539 München, Germany",Munich,Germany,4
Marco Ruzzi,"Università ""La Sapienza"", Roma, Italy",Rome,Italy,16
Marco Tagliasacchi,"Politecnico di Milano, Milano, Italy",Milan,Italy,4
Marco Turchi,"European Commission, Ispra (VA), Italy",Ispra,Italy,7
Marcos Antonio Vaz Salles,"Cornell University, Ithaca, NY, USA",Ithaca,United States,12
Marcus Fontoura,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,7
Maria Goveas,"NEC Laboratories America, Inc., Cupertino, CA",Cupertino,United States,7
Maria Luisa Sapino,"Department of Electronics, Politecnico di Torino, C.so Duca degli Abruzzi 24, I-1029 Torino, Italy",Torino,Italy,3
Maria Luisa Sapino,"Università di Torino, Torino, Italy",Torino,Italy,4
Maria Pratt,"Department of Statistics, Stanford University, Stanford, CA, United States",Stanford,United States,3
Marianne Winslett,"Advanced Digital Sciences Center & University of Illinois at Urbana-Champaign, Singapore, Singapore",Urbana,United States,4
Marianne Winslett,"University of Illinois at Urbana Champaign, Urbana, IL, USA",Champaign,United States,3
Marianne Winslett,"University of Illinois, Urbana, IL",Champaign,United States,2
Mariano P. Consens,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,4
Mariano P. Consens,"University of Waterloo, Waterloo, Canada",Waterloo,Canada,4
Marie Jacob,"University Of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,2
Marie Jacob,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,7
Marina Danilevsky,"University of Illinois Urbana-Champaign, Urbana, IL, USA",Champaign,United States,14
Mario A. Nascimento,"Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",Edmonton,Canada,4
Marios Hadjieleftheriou,"AT&T Labs - Research, Florham Park, NJ, USA",Florham Park,United States,12
Marios Hadjieleftheriou,"Boston University, Boston, MA",Boston,United States,7
Marios Hadjieleftheriou,"College of Computer and Information Science, Northeastern University 360 Huntington Ave, WVH202, Boston, MA 02115, USA",Boston,United States,4
Marios Hadjieleftheriou,"University of California, Riverside, CA",Riverside,United States,5
Mark C. Little,"UCL Interaction Centre, University College London, Remax House, 31-32 Alfred Place, London WC1E 7DP, United Kingdom",London,United Kingdom,1
Mark Daly,Princeton University,Princeton,United States,7
Mark Humphrey,"Brown University, Providence, RI",Providence,United States,13
Mark R. Tuttle,"HP Labs Cambridge, Cambridge, MA",Cambridge,United States,2
Mark Schreiman,"HP Enterprise Business, Palo Alto, CA, USA",Palo Alto,United States,8
Markus M. Breunig,"Institute for Computer Science, University of Munich, Oettingenstr. 67, D-80538 Munich, Germany",Munich,Germany,4
Markus Wawryniuk,"University of Konstanz, Germany",Konstanz,Germany,3
Martin Bravenboer,"LogicBlox, Atlanta, GA, USA",Atlanta,United States,6
Martin Pfeifle,"University of Munich, Munich, Germany",Munich,Germany,5
Martin Theobald,"Max-Planck-Institut fü Informatik, Saarbrücken, Germany",Saarbrücken,Germany,3
Martin Theobald,"Stanford University, Stanford, CA, USA",Stanford,United States,5
Martin Wattenberg,"IBM, T. J. Watson Research Center, Cambridge, MA, USA",Cambridge,United States,2
Mary F. Fernandez,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,3
Mary F. Fernández,"AT&T Labs Research, Florham Park, NJ",Florham Park,United States,5
Mary F. Fernández,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,14
Maryann E. Martone,"Univ. of California, San Diego La Jolla, CA",San Diego,United States,3
Mason Bendixen,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,13
Masum Serazi,"North Dakota State University, Fargo",Fargo,United States,9
Mat Henaire,"Department of Statistics and Actuarial Science, University of Waterloo, Waterloo, Ont., Canada N2L 3G1",Waterloo,Canada,6
Matteo Magnani,"University of Bologna, Bologna, Italy",Bologna,Italy,2
Matthew Denny,"U. C. Berkeley, Berkeley, CA",Berkeley,United States,2
Matthew Eldridge,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,3
Matthew Huras,"IBM Toronto Laboratory, Markham, Ontario, Canada",Markham,Canada,5
Matthew O. Ward,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,11
Matthew O. Ward,"Worcester Polytechnic Institute, Worcester, MA, USA",Worcester,United States,5
Matthias Brantner,"Universität Mannheim, Mannheim, Germany",Mannheim,Germany,3
Matthias Hampel,"University of Munich, Germany",Munich,Germany,3
Matthias Nicola,"IBM Silicon Valley Lab, San Jose, CA",San Jose,United States,3
Matthias Renz,"Ludwig-Maximilians-Universität München, München, Germany",Munich,Germany,4
Matthias Renz,"Ludwig-Maximillians-Universität München, München, Germany",Munich,Germany,5
Matthias Renz,"University of Munich, Munich, Germany",Munich,Germany,6
Matthias Schubert,"Ludwig-Maximilians-Universität München, München, Germany",Munich,Germany,4
Matthias Schubert,"University of Munich, Munich, Germany",Munich,Germany,5
Mattias Larsson,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Mauricio A. Hernández,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,3
Mauricio A. Hernández,"IBM Almaden Research Center, San José, CA, USA",San Jose,United States,5
Mauricio A. Hernández,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Mauricio A. Hernández,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,5
Maurizio Atzori,"ISTI-CNR, Pisa, Italy",Pisa,Italy,3
Maurizio Lenzerini,"Università ""La Sapienza"", Roma, Italy",Rome,Italy,16
Maxim Kormilitsin,"North Carolina State University, Raleigh, NC",Raleigh,United States,3
Maya Ramanath,"Max-Planck Institute for Informatics, Saarbruecken, Germany",Saarbrücken,Germany,6
Maya Ramanath,lndian Institute of Science,Bangalore,India,5
Mayank Bawa,"Stanford University, Stanford, CA",Stanford,United States,4
Mayur Datar,"Department of Statistics, Stanford University, Stanford, CA, United States",Stanford,United States,12
Mayur Lodha,"Columbia University, New York, NY, USA",New York,United States,4
Mayur M. Bhot,"George Mason University, Fairfax, VT, USA",Fairfax,United States,5
Mehmet Altinel,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,14
Mehmet Altinel,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,5
Mehmet Ercan Nergiz,"Purdue University, West Lafayette, IN",West Lafayette,United States,3
Mehran Sahami,"Department of Statistics, University of Missouri, Columbia, MO 65211, USA",Columbia,United States,3
Mehrdad Jahangiri,"University of Southern California, Los Angeles, California",Los Angeles,United States,2
Mehrdad Jahangiri,"University of Southern, California, Los Angeles, CA",Los Angeles,United States,3
Mehul A. Shah,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,3
Mehul A. Shah,"Hewlett Packard Laboratories, Palo Alto, CA, USA",Palo Alto,United States,5
Mehul A. Shah,"Hewlett-Packard, Palo Alto, CA",Palo Alto,United States,4
Mehul A. Shah,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,3
Mehul A. Shah,U.C. Berkeley,Berkeley,United States,2
Mehul A. Shah,UC Berkeley,Berkeley,United States,4
Mehul A. Shah,"University of California, Berkeley, CA",Berkeley,United States,10
Meichun Hsu,"HP, Palo Alto, USA",Palo Alto,United States,8
Meikel Pöss,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,4
Melanie Weis,"Chair for Computer Engineering, University of Potsdam, August-Bebel-Street 89, 14482 Potsdam, Germany",Potsdam,Germany,2
Mengmeng Liu,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,7
Mian Lu,"HKUST, Hong Kong, China",Tseung Kwan O,Hong Kong,7
Mian Lu,"Hong Kong Univ. of Science and Technology, Hong Kong, China",Clear Water Bay,Hong Kong,7
Mianwei Zhou,"University of Illinois at Urbana-Champaign, Champaign, IL, USA",Champaign,United States,3
Micah Sherr,"Georgetown University, Washington, DC, USA",Washington,United States,8
Micah Sherr,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,12
Michael Armbrust,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Michael Benedikt,"Oxford University, Oxford, United Kngdm",Oxford,United Kingdom,3
Michael Benedikt,"Security Technology Research Department, Bell Labs, Lucent Technologies, Lisle, IL",Lisle,United States,5
